code_etab;id_contrib;comment_1;note_globale_1;sentiment_SERVICE_1;target_SERVICE_1;sample_SERVICE_1;sentiment_AMBIANCE_1;target_AMBIANCE_1;sample_AMBIANCE_1;sentiment_QUALITY_1;target_QUALITY_1;sample_QUALITY_1;sentiment_PRICE_1;target_PRICE_1;sample_PRICE_1;sentiment_GENERAL_1;target_GENERAL_1;sample_GENERAL_1;sentiment_LOCATION_1;target_LOCATION_1;sample_LOCATION_1;comment_2;note_globale_2;sentiment_SERVICE_2;target_SERVICE_2;sample_SERVICE_2;sentiment_AMBIANCE_2;target_AMBIANCE_2;sample_AMBIANCE_2;sentiment_QUALITY_2;target_QUALITY_2;sample_QUALITY_2;sentiment_PRICE_2;target_PRICE_2;sample_PRICE_2;sentiment_GENERAL_2;target_GENERAL_2;sample_GENERAL_2;sentiment_LOCATION_2;target_LOCATION_2;sample_LOCATION_2;comment_3;note_globale_3;sentiment_SERVICE_3;target_SERVICE_3;sample_SERVICE_3;sentiment_AMBIANCE_3;target_AMBIANCE_3;sample_AMBIANCE_3;sentiment_QUALITY_3;target_QUALITY_3;sample_QUALITY_3;sentiment_PRICE_3;target_PRICE_3;sample_PRICE_3;sentiment_GENERAL_3;target_GENERAL_3;sample_GENERAL_3;sentiment_LOCATION_3;target_LOCATION_3;sample_LOCATION_3;summary_SERVICE;summary_AMBIANCE;summary_QUALITY;summary_PRICE;summary_GENERAL;summary_LOCATION
50983426;577776f81f461442d5f6c188;"très bon restaurant !!! je le recommande ,très bon accueil,cadre magnifique";5;"positive";"accueil";"très bon accueil";"positive";"cadre";"cadre magnifique";"-";"-";"-";"-";"-";"-";"positive";"restaurant";"très bon restaurant";"-";"-";"-";"Accueil moyen, cuisine très simple mais de qualité. La pizza était très bonne.";5;"neutral";"Accueil";"Accueil moyen";"-";"-";"-";"neutral";"cuisine, pizza";"La pizza était très bonne";"-";"-";"-";"-";"-";"-";"-";"-";"-";"C'est un bel établissement en bord de mer avec une décoration hétéroclyte (tableaux et objets divers qui rappellent le voyage). Le cadre est superbe, idéal pour un diner en amoureux!";5;"-";"-";"-";"positive";"cadre";"Le cadre est superbe";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"neutral";"-";"positive";"-"
50984452;5667cc87d1db7e18d303325a;"Super resto,la qualité ainsi que la quantité sont au rendez-vous.les grillade au feu de bois sont extra ,les salade font un repas complet .adresse a ne pas manquer.";4;"-";"-";"-";"-";"-";"-";"positive";"grillade au feu de bois, salade, repas";"les salade font un repas complet";"-";"-";"-";"positive";"resto, adresse";"adresse a ne pas manquer";"-";"-";"-";"Bonjour superbe restaurant ou celui qui dit qu'il a faim après avoir manger c'est vraiment de la critique gratuite voilà pour moi le meilleur RESTAURANT de la Plage de FRONTIGNAN";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"restaurant, RESTAURANT";"Bonjour superbe restaurant ou celui qui dit qu'il a faim après avoir manger c'est vraiment de la critique gratuite voilà pour moi le meilleur RESTAURANT de la Plage de FRONTIGNAN";"-";"-";"-";"Super resto,la qualité ainsi que la quantité sont au rendez-vous.les grillade au feu de bois sont extra ,les salade font un repas complet .adresse a ne pas manquer.";4;"-";"-";"-";"-";"-";"-";"positive";"grillade au feu de bois, salade, repas";"les salade font un repas complet";"-";"-";"-";"positive";"resto, adresse";"adresse a ne pas manquer";"-";"-";"-";"-";"-";"positive";"-";"positive";"-"
50985357;5667cc92d1db7e18d303632e;"Super accueil, très bons conseils par de vrais pros. Le choix est très large et à tous les prix . Le restaurant est très sympa et d'une qualité très régulière . Très bon rapport qualité prix . Je vous le conseille , allez y les yeux fermés";5;"positive";"accueil";"Super accueil";"-";"-";"-";"-";"-";"-";"positive";"prix, qualité prix";"Très bon rapport qualité prix";"positive";"restaurant";"Le restaurant est très sympa et d'une qualité très régulière";"-";"-";"-";"Super accueil, très bons conseils par de vrais pros. Le choix est très large et à tous les prix . Le restaurant est très sympa et d'une qualité très régulière . Très bon rapport qualité prix . Je vous le conseille , allez y les yeux fermés";5;"positive";"accueil";"Super accueil";"-";"-";"-";"-";"-";"-";"positive";"prix, qualité prix";"Très bon rapport qualité prix";"positive";"restaurant";"Le restaurant est très sympa et d'une qualité très régulière";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"-";"positive";"positive";"-"
50989158;5667cc87d1db7e18d30332ef;"Leurs viandes est de qualité et je recommande le magret de canard. En garniture le gratin de macaroni maison est top, en revanche les prix son un peu élevés.";4;"-";"-";"-";"-";"-";"-";"positive";"viandes, magret de canard";"Leurs viandes est de qualité et je recommande le magret de canard";"positive";"prix";"en revanche les prix son un peu élevés";"-";"-";"-";"-";"-";"-";"Leurs viandes est de qualité et je recommande le magret de canard. En garniture le gratin de macaroni maison est top, en revanche les prix son un peu élevés.";4;"-";"-";"-";"-";"-";"-";"positive";"viandes, magret de canard";"Leurs viandes est de qualité et je recommande le magret de canard";"positive";"prix";"en revanche les prix son un peu élevés";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"-";"-"
50998618;58f5fde9bb89bc36b866dbaf;"Une terrasse agréable, un service attentif, un bon rapport qualité/ prix. Je recommande cet établissement";4;"positive";"service";"un service attentif";"positive";"terrasse";"Une terrasse agréable";"-";"-";"-";"positive";"prix";"un bon rapport qualité/ prix";"positive";"établissement";"Je recommande cet établissement";"-";"-";"-";"Bon service. repas très bon prix abordable je le conseil aux personnes  qui viennent faire les vendanges";4;"positive";"service";"Bon service";"-";"-";"-";"-";"-";"-";"positive";"prix";"repas très bon prix abordable je le conseil aux personnes  qui viennent faire les vendanges";"-";"-";"-";"-";"-";"-";"Une terrasse agréable, un service attentif, un bon rapport qualité/ prix. Je recommande cet établissement";4;"positive";"service";"un service attentif";"positive";"terrasse";"Une terrasse agréable";"-";"-";"-";"positive";"prix";"un bon rapport qualité/ prix";"positive";"établissement";"Je recommande cet établissement";"-";"-";"-";"positive";"positive";"-";"positive";"positive";"-"
51006361;5667cc88d1db7e18d3033706;"Idéalement situé face à l'entrée du Louvre-Lens, nous n'avons pas hésité à pousser la porte de ce restaurant qui propose des menus à des prix très abordables. (Menu Cathy à 18.50€ avec plat, dessert, boisson)  Accueil chaleureux, bonne cuisine.";4;"positive";"Accueil";"boisson)  Accueil chaleureux";"-";"-";"-";"positive";"Menu, dessert, cuisine";"bonne cuisine";"positive";"prix";"nous n'avons pas hésité à pousser la porte de ce restaurant qui propose des menus à des prix très abordables";"positive";"restaurant";"nous n'avons pas hésité à pousser la porte de ce restaurant qui propose des menus à des prix très abordables";"-";"-";"-";"de vrais frites..mes madeleines de Proust..un potel..potle..un potlevetch très sympa...une bonne adresse..pensez à réserver !!";4;"-";"-";"-";"-";"-";"-";"positive";"frites, potel";"un potel";"-";"-";"-";"positive";"adresse";"une bonne adresse";"-";"-";"-";"Idéalement situé face à l'entrée du Louvre-Lens, nous n'avons pas hésité à pousser la porte de ce restaurant qui propose des menus à des prix très abordables. (Menu Cathy à 18.50€ avec plat, dessert, boisson)  Accueil chaleureux, bonne cuisine.";4;"positive";"Accueil";"boisson)  Accueil chaleureux";"-";"-";"-";"positive";"Menu, dessert, cuisine";"bonne cuisine";"positive";"prix";"nous n'avons pas hésité à pousser la porte de ce restaurant qui propose des menus à des prix très abordables";"positive";"restaurant";"nous n'avons pas hésité à pousser la porte de ce restaurant qui propose des menus à des prix très abordables";"-";"-";"-";"positive";"-";"positive";"positive";"positive";"-"
51030703;5667cc88d1db7e18d30335fb;"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client;et de ses envies en gros super le salama";5;"positive";"service";"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client";"-";"-";"-";"positive";"repas";"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client";"positive";"prix";"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client";"-";"-";"-";"-";"-";"-";"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client;et de ses envies en gros super le salama";5;"positive";"service";"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client";"-";"-";"-";"positive";"repas";"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client";"positive";"prix";"prix raisonnable repas bien servi heures d ouverture bien organisee toujours uènplaisir de s y rendre regulierement et large choix de plats au service du client";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"positive";"-";"-"
51050390;5667cc89d1db7e18d30339c2;"cet endroit est un enchantement ! De visite à Toulouse?mon amie m'a amené ici par hasard (elle travaille pas loin). Et je me suis régalée  : salade originale très bonne?accueil adirable deco sympades prix tres corrects bref je recommande vivement !!";5;"positive";"accueil";"accueil adirable deco sympades prix tres corrects bref je recommande vivement";"positive";"deco";"accueil adirable deco sympades prix tres corrects bref je recommande vivement";"positive";"salade";"salade originale très bonne";"positive";"prix";"accueil adirable deco sympades prix tres corrects bref je recommande vivement";"positive";"endroit";"cet endroit est un enchantement";"-";"-";"-";"cet endroit est un enchantement ! De visite à Toulouse?mon amie m'a amené ici par hasard (elle travaille pas loin). Et je me suis régalée  : salade originale très bonne?accueil adirable deco sympades prix tres corrects bref je recommande vivement !!";5;"positive";"accueil";"accueil adirable deco sympades prix tres corrects bref je recommande vivement";"positive";"deco";"accueil adirable deco sympades prix tres corrects bref je recommande vivement";"positive";"salade";"salade originale très bonne";"positive";"prix";"accueil adirable deco sympades prix tres corrects bref je recommande vivement";"positive";"endroit";"cet endroit est un enchantement";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"positive";"-"
51051923;5667cc93d1db7e18d3036726;"Excellente cuisine, belle présentation, originalité et créativité dans un cadre agréable et chaleureux, avec un bon rapport qualité prix. Félicitations à toute l'équipe et au plaisir d'y retourner!";5;"-";"-";"-";"positive";"cadre";"originalité et créativité dans un cadre agréable et chaleureux";"positive";"cuisine";"Excellente cuisine";"positive";"qualité prix";"avec un bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"Excellente cuisine, belle présentation, originalité et créativité dans un cadre agréable et chaleureux, avec un bon rapport qualité prix. Félicitations à toute l'équipe et au plaisir d'y retourner!";5;"-";"-";"-";"positive";"cadre";"originalité et créativité dans un cadre agréable et chaleureux";"positive";"cuisine";"Excellente cuisine";"positive";"qualité prix";"avec un bon rapport qualité prix";"-";"-";"-";"-";"-";"-";"-";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"-";"-"
51052357;5667cc93d1db7e18d3036988;"Pour y avoir dîné 2 fois, je le conseillerais à tout le monde. L'accueil est très sympa, le service est fait avec le sourire, la cuisine est délicieuse et la présentation est soignée. Cerise sur le gâteau, même l'addition est sympa... Franchement, j'y retourne avec plaisir pour le faire découvrir à tous mes amis. Bravo à toute l'équipe !";5;"positive";"accueil, service";"le service est fait avec le sourire";"-";"-";"-";"positive";"cuisine, gâteau";"Cerise sur le gâteau";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Trop bien, sympa, bien manger à refaire très vite, mouillette de gaufre , planche du boucher ...humm";5;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Nous avons dégusté chaque bouchée ! un vrai délice ! une cuisine raffinée et bien relevée avec divers épices. Nous nous sommes tout de suite sentis à l'aise ! pour vous donner l'eau à la bouche : millefeuille d'andouille à la crème de camembert, Bavette de boeuf sauce foie gras et coupe normande faite de petits morceaux de pommes caramélisés chauds avec glace caramel et chantilly, amandes. N'attendez pas ! courrez y vite !";5;"-";"-";"-";"-";"-";"-";"positive";"cuisine, Bavette de boeuf sauce foie gras";"Bavette de boeuf sauce foie gras et coupe normande faite de petits morceaux de pommes caramélisés chauds avec glace caramel et chantilly";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"-";"-"
51052415;5667cc93d1db7e18d303699a;"Equipe accueillante. Nous allons avec des invités et amis plutôt les soirs d'été pour la terrasse et son panorama fleuri sur la place de l'église. Parking proche. Service de pizzas à emporter pratique, jamais déçus à la livraison. La pâte est tendre et contrairement aux autres pizzerias de la région, les pizzas sont BIEN GARNIES pour un prix raisonnable! Equipe attentive au confort des enfants. Carte variée. Nous conseillons pour un moment sympa!";4;"positive";"Service";"Service de pizzas à emporter pratique";"positive";"terrasse";"Nous allons avec des invités et amis plutôt les soirs d'été pour la terrasse et son panorama fleuri sur la place de l'église";"positive";"pâte, pizzas, Carte";"Carte variée";"positive";"prix";"les pizzas sont BIEN GARNIES pour un prix raisonnable";"-";"-";"-";"-";"-";"-";"Equipe accueillante. Nous allons avec des invités et amis plutôt les soirs d'été pour la terrasse et son panorama fleuri sur la place de l'église. Parking proche. Service de pizzas à emporter pratique, jamais déçus à la livraison. La pâte est tendre et contrairement aux autres pizzerias de la région, les pizzas sont BIEN GARNIES pour un prix raisonnable! Equipe attentive au confort des enfants. Carte variée. Nous conseillons pour un moment sympa!";4;"positive";"Service";"Service de pizzas à emporter pratique";"positive";"terrasse";"Nous allons avec des invités et amis plutôt les soirs d'été pour la terrasse et son panorama fleuri sur la place de l'église";"positive";"pâte, pizzas, Carte";"Carte variée";"positive";"prix";"les pizzas sont BIEN GARNIES pour un prix raisonnable";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"positive";"positive";"positive";"-";"-"
51057991;5667cc89d1db7e18d3033a33;"Probablement une des meilleures cuisines des Chaumont et ses environs ! Un restaurant que nous vous recommandons, un accueil et un service irréprochable. Une carte et des menus restreints qui offre une qualité des produits !";4;"positive";"accueil, service";"un accueil et un service irréprochable";"-";"-";"-";"positive";"menus, produits";"Une carte et des menus restreints qui offre une qualité des produits";"-";"-";"-";"positive";"restaurant";"Un restaurant que nous vous recommandons";"-";"-";"-";"Probablement une des meilleures cuisines des Chaumont et ses environs ! Un restaurant que nous vous recommandons, un accueil et un service irréprochable. Une carte et des menus restreints qui offre une qualité des produits !";4;"positive";"accueil, service";"un accueil et un service irréprochable";"-";"-";"-";"positive";"menus, produits";"Une carte et des menus restreints qui offre une qualité des produits";"-";"-";"-";"positive";"restaurant";"Un restaurant que nous vous recommandons";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"positive";"-"
51062767;5900acbb2f864d6138cd60ab;"Une nourriture correcte et un accueil hyper agréable. Des personnes des avenants et une excellente communication. Nous conseillons";4;"positive";"accueil";"Une nourriture correcte et un accueil hyper agréable";"-";"-";"-";"positive";"nourriture";"Une nourriture correcte et un accueil hyper agréable";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Une nourriture correcte et un accueil hyper agréable. Des personnes des avenants et une excellente communication. Nous conseillons";4;"positive";"accueil";"Une nourriture correcte et un accueil hyper agréable";"-";"-";"-";"positive";"nourriture";"Une nourriture correcte et un accueil hyper agréable";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";4;"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"positive";"-";"positive";"-";"-";"-"
